,Sentence,Author_name
1351,com/bmcblog/) About this bIog_(https: blogs,Jillian's story
1352,"com/bmcbIog/about)    Starting your PhD and finding your feet  At the beginning of a new chapter in your life, starting a PhD can be daunting",Jillian's story
1353," You've got your  undergraduate degree, and maybe even a Masters, but how does this step up differ? Find out more and  get some great advice from someone who's been there",Jillian's story
1354,  Jillian Hart (https:  blogs,Jillian's story
1355,"com/bmcbIog/author/jillianhart) 2 Oct 2015                      It can seem stressful and demanding, but remember to enjoy your time as a PhD student Flickr/Tommy Ellis  So you're starting a PhD",Jillian's story
1356," You feel nervous, lost, confused and worried",Jillian's story
1357," The majority of PhD  students will already have an undergraduate degree and a Masters degree, therefore you could be  forgiven for failing to see why anyone would feel nervous going onto yet another degree",Jillian's story
1358,  But anyone who is doing or has completed a PhD will know that embarking on Doctoral research is  quite a different journey to an Undergraduate or Masters,Jillian's story
1359," Undergraduate and Masters programs often  have large bodies of other students on the course, for the most part completing the same class  based exercises and modules",Jillian's story
1360,"  Whereas, with the PhD, for at least the next three years you're the only one on the planet doing  this specific research (at least you hope — the original contribution race is a blog for another  day)",Jillian's story
1361,  The PhD journey  Every PhD journey is slightly different,Jillian's story
1362," Your journey will be constructed not only by your  research, but by your supervisory team, your peers, your institution, your working pattern, and so  on",Jillian's story
1363,  This independent journey is known to be one of the reasons why a PhD can often be somewhat  challenging and isolating,Jillian's story
1364," However, a PhD would not be the 'gold standard' of education if it was  stress-free, undemanding and straightforward",Jillian's story
1365, Who wants an easy life? Certainly not anyone in  academia!  As a PhD student (especially at the beginning) you feel confused and worried that everyone else  seems to know what they're doing and you don't,Jillian's story
1366, Fret not! This is normal and is likely the same thing your peers are thinking  too,Jillian's story
1367,"   Talk to fellow students  Speak to other PhD'ers, speak to others who have completed their PhD",Jillian's story
1368, You'll likely find that they  had similar anxieties and fears,Jillian's story
1369," The beginning of your PhD and finding your feet will be tough  enough, so don't carry even more weight on your shoulders than you have to by feeling worried that  you're not good enough or that you don't have a clue what you want from your research, what it  means, how you will carry it out, or produce a thesis so huge that it reminds of you of James and  the Giant Peach",Jillian's story
1370,"  I recently spoke to a third year PhD student, in the write-up stage, with only 12 weeks to go  before submitting the thesis",Jillian's story
1371, They told me that even now they still have periods of perplexity  while writing up,Jillian's story
1372,"  A fear that the work is simply not good enough, despite supervisors and peers telling them how well  they are doing",Jillian's story
1373, As academics (and especially as Brits) we are often too pessimistic and cynical  about ourselves and our work,Jillian's story
1374," Perhaps this culture of being self-critical and quite demanding on  ourselves is why we are one of the top countries in the world (https //www oecd-ilibrarv,orgy') for  Doctoral graduates",Jillian's story
1375,"  Don't fret, have fun  Enjoy this time",Jillian's story
1376, Enjoy the first few weeks,Jillian's story
1377," Welcome meetings, getting to know some of your  department and your PhD community",Jillian's story
1378," Also, try to use these first few weeks to establish how you work  best",Jillian's story
1379,"  Everyone is different, so try not to compare yourself with others",Jillian's story
1380, Just because someone works well  by hitting the library solidly for eight hours a day doesn't mean that will work for you,Jillian's story
1381," I know  students who have worked in crowded, noisy open- spaces such as coffee shops and common rooms where  the exchange of conversation and ideas with others helps them to be productive",Jillian's story
1382,"  In contrast, I know Doctoral graduates who have worked in isolation, burying themselves away from  all human life for a few hours each day — these people are still often social and active within the  post-graduate community, but simply cannot work on their research unless they are in an environment  without any distraction",Jillian's story
1383, Do what works for you and for your research,Jillian's story
1384,  The years will fly by,Jillian's story
1385, Remember how quick your undergraduate went! Remember how sad you felt  leaving the University and your fellow peers when you graduated,Jillian's story
1386, Enjoy your time and your journey,Jillian's story
1387,  Try to remember the big picture,Jillian's story
1388,"  To quote Ronald Azuma (https //www cs unc edu/-azuma/hitch4 html) ""Being a graduate student is like  becoming all of the Seven Dwarves",Jillian's story
1389, In the beginning you're Dopey and Bashful,Jillian's story
1390," In the middle, you  are usually sick (Sneezy), tired (Sleepy), and irritable (Grumpy)",Jillian's story
1391," But at the end, they call you  Doc, and then you're Happy",Jillian's story
1392,"""  Topics:  Biology_(/bIog/tooics/biology)",Jillian's story
1393,  Health (/bIog/topics/health)   Medicine (/bIog/tooics/medicine)   Tags:  early career researchers (https://blogs,Jillian's story
1394,com/bmcbIog/tag/early-career-researchers/)  PhD (https://blogs,Jillian's story
1395,com/bmcblog/tag/phd/) P hD journey (https:// blogs,Jillian's story
1396,biomed centra I,Jillian's story
1397,com/ bmc blog/ta g/ phd-journey/) students (htt ps://  bIogs,Jillian's story
1398,biomed centra I,Jillian's story
1399,com/ bmc bIog/tag/stud ents/)     SHARE THIS POST      < PREVIOUS POST                                                 NEXT POST >  Think,Jillian's story
1400," A helpful checklist for researchers           September blogs digest:  giraffes, Alzheimer's, sepsis, and ",Jillian's story
1401, 01 Oct 2015                                                   02 Oct 2015 (https://blogs,Jillian's story
1402,com/bmcbIog/2015/10/01/think-   (https://blogs,Jillian's story
1403,com/bmcbIog/2015/10/02/* check-submit/)                                       blogs-digest-giraffes-alzheimers-sepsis/)    View the latest posts on the Research in progress blog  homepage  (https://blogs,Jillian's story
1404,com/bmcblog)      COMMENTS    About  About our blog  network (https //blogs biomedcentral com/about/),Jillian's story
1405,  Cop_yrght information (https://blogs biomedcentral com/about/cop_yrght-information/) Community  Guidelines (/about/community-guidelines) About BioMed Central (https://www biomedcentral com/about)  Network Blogs  On Biology_(ion-biology/),Jillian's story
1406," On Medicine (/on-medicine/) On Health (/on-health/) On Societ _(https //blogs biomedcentral com/on-societv/)  On Phvsical Sciences (https //blogs biomedcentral com/on-DhvsicaIsciences/) Research in progress  bIog_(/bmcbIog/) BMC Series bIog_(/bmcseriesbIog,/) Bugbitten (/bugbitten/)  Related Blogs  SpringerOpen bIog_(https //bIogs,springeropen com/springeropen)     Network Topics  Biology_(https://blogs biomedcentral com/bIog/topics b o ogy/) Medicine (https  //blogs",Jillian's story
1407,biomedcentral com/blog/topics/medicine/) Health (httDS //blogs biomedcentral  com/blog/toDics/health/) Developing  World (https //blogs biomedcentral com/blog/topics/developing-world/) Open Access  (https://blogs,Jillian's story
1408,"com/blog/topics/open-access/) Technology_(https //blogs biomedcentral  com/blog/topics/technology/) Publishing_(https //blogs,biomedcentral com/blog/topics/publishing/)           Community  Network RSS Feeds (https://blogs biomedcentral com/network-rss-feeds/) Follow us on Twitter  (https’//twitter com/BioMedCentral)",Jillian's story
1409, Follow us on Facebook (https //www,Jillian's story
1410,com/BioMedCentral)  Follow us on Linkedln (https://www,Jillian's story
1411,com/groups?gid=878087&trk=hb side g) Follow us on  YouTube (https’//www voutube com/channel/UCNowWtw7oCZH3f0u2tF wbw),Jillian's story
1412,"         By continuing to use this website, you agree to our Terms and Conditions (httDs //www biomedcentral  com/terms-and-conditions), Comrniyutn Guidelines (/about/communitv_guideIines/), Privacv statement  (https://www",Jillian's story
1413,com/terms-and-conditions/privacv-statement) and Cookies (https //www  biomedcentral com/cookies) policy,Jillian's story
1414,    SPRINGER NATURE_(//www springernature com) 0 2017 BioMed Central Ltd unless otherwise stated,Jillian's story
1415, Part of Springer Nature (http //www  sIoringernature,Jillian's story
1416,"For many, the end of the year sparks reflection",Geneviève-Grégoire-Labrecque
1417," As I conclude my 4th PhD year, which coincides with the end of my fieldwork, I decided to use this opportunity to reflect on my PhD",Geneviève-Grégoire-Labrecque
1418,  What helped me thrive in it so far?  Asking people about their PhD journey is subjective,Geneviève-Grégoire-Labrecque
1419, Below are the themes that I found relevant to address,Geneviève-Grégoire-Labrecque
1420, Understanding other people's reasoning behind their choices and explanations of their trajectory has always generated useful questions to reflect on to guide my own path,Geneviève-Grégoire-Labrecque
1421, I hope this is helpful to others,Geneviève-Grégoire-Labrecque
1422,  Decisive questions  Interrogation mark in red neon light Asking questions,Geneviève-Grégoire-Labrecque
1423, Photo by imone Secci on Unsplash,Geneviève-Grégoire-Labrecque
1424," Before I started my PhD, I wondered: why do I want to undertake such an adventure? My answer back then still guides me today: for the love of social science, to develop more tools to better work with children and young people, to contribute to the community locally and beyond",Geneviève-Grégoire-Labrecque
1425,"  Another question is definitely: what will I do after? Will I seek a career in academia or outside academia or both?   While I do not have a clear-cut answer, I believe that the answers to these questions, even if they are bound to change over the course of one's studies, have played a determining role in designing a PhD journey tailored to my needs and wishes",Geneviève-Grégoire-Labrecque
1426," They have influenced all subsequent decisions I have made, such as the way I do research (ethics, methods), volunteering in a consultation on the right of children to a healthy environment, working as a research assistant alongside children in the Growing with the city research project, and applying to be a Public Scholar",Geneviève-Grégoire-Labrecque
1427,"  Getting informed and connecting with the field White letter ""i"" White on a green information board indicating an information center Seeking information",Geneviève-Grégoire-Labrecque
1428, Photo by Waldemar Brandt on Unsplash,Geneviève-Grégoire-Labrecque
1429," Later in the process, I started contacting professors and subscribed to mailing lists on themes and from groups of interest to get to know the field, universities, scholars, programs and PhD opportunities locally and abroad",Geneviève-Grégoire-Labrecque
1430,"  To this day, I continue receiving important news, such as recent publications, timely calls for papers and presentations through these mailing lists",Geneviève-Grégoire-Labrecque
1431, It is a way to connect and engage with a wider network and expand one's horizons while sparking reflection and feeding discussions,Geneviève-Grégoire-Labrecque
1432," In that sense, I have discovered forward-thinking networks, such as the Child Rights International Network (CRIN), insightful podcasts like the Critical Childhoods and Youth Studies Collective (CCYSC)'s Awaaz, and artistic, yet critical initiatives, such as the Rights Studio's Blog",Geneviève-Grégoire-Labrecque
1433,"  Anchoring the ""what, where, how, when, with whom"" Person writing a checklist in a book Making a list of the important criteria",Geneviève-Grégoire-Labrecque
1434, Photo by Glenn Carstens-Peters on Unsplash,Geneviève-Grégoire-Labrecque
1435," I didn't choose Concordia University as my ""home"" right away",Geneviève-Grégoire-Labrecque
1436," Rather, I looked at different options thoroughly and it ended up being a good fit for my research and personal life",Geneviève-Grégoire-Labrecque
1437,"  First, I felt that being attached to a single field of study would be restrictive in terms of analyzing the complexity of childhood and children's rights",Geneviève-Grégoire-Labrecque
1438, That's when I found Concordia's Individualized Program,Geneviève-Grégoire-Labrecque
1439," Over the years, the program would encourage my creative inclinations, support my need for flexibility in terms of program structure and respect my intellectual autonomy, thus allowing me to lead the kind of research I am passionate about",Geneviève-Grégoire-Labrecque
1440," In my opinion, four years (and counting!) can be a long time if there's no pleasure involved",Geneviève-Grégoire-Labrecque
1441,"  I also surrounded myself with a supervisor (and a supervisory committee) that I have regular contact with, and who is stimulating and has a good ear",Geneviève-Grégoire-Labrecque
1442," Early on, we addressed the basis of our professional relationship with transparency: do they supervise other students (read here: do they have time for me)? Are they interested in collaborating in research projects and articles? Do they have funding for hiring assistants? How do I/they like to work? How often should we communicate? Do they feel comfortable working with other professors for co-supervision and/or in the supervisory committee?  Every now and then, we still come back to make sure we are on the same page",Geneviève-Grégoire-Labrecque
1443, I also feel that my program is human enough to support me if something goes wrong and needs to be addressed,Geneviève-Grégoire-Labrecque
1444,"  As an institution, I also value the kind of questions Concordia is raising and initiatives it supports to innovate, but also to be more critical, reflexive, inclusive and socially/racially just",Geneviève-Grégoire-Labrecque
1445," Is it perfect? No, but I guess that finding the best fit for oneself, I",Geneviève-Grégoire-Labrecque
1446,", anchoring the ""what, where, how, when, with whom"", is about making the most of different factors deemed important for oneself: passion, stimulation, expertise, flexibility, timeline and goals, values, and funding, without it being completely flawless",Geneviève-Grégoire-Labrecque
1447,  Securing funding Coins jar spilled on the floor Counting money,Geneviève-Grégoire-Labrecque
1448, Photo by Josh Appel on Unsplash,Geneviève-Grégoire-Labrecque
1449," Unsurprisingly, funding is a key factor to help me through my PhD journey",Geneviève-Grégoire-Labrecque
1450," Although ""we should not have to win our salaries"" as expressed by a fellow Public Scholar, there are several resources like GradProSkills Scholarship workshops (from which I benefited) to better understand the current funding system, to know the funding opportunities per areas of study, and to make the best possible applications",Geneviève-Grégoire-Labrecque
1451,"  Other possibilities within academia range from being funded by a supervisor, working on side research projects that are in line with one's own doctoral research, and teaching",Geneviève-Grégoire-Labrecque
1452," I would recommend not being shy to ask professors, departments, faculties, institutions what is available and what can be done",Geneviève-Grégoire-Labrecque
1453,"  A reminder though that decent work conditions, including decent wages, are not the only things that matter when it comes to graduate students' mental health or the quality of their research",Geneviève-Grégoire-Labrecque
1454, The overworking culture in academia and the structural inequalities embedded in higher education are unhealthy and things do need to change,Geneviève-Grégoire-Labrecque
1455,"  Moving forward Looking back, I feel more confident that I made thoughtful and coherent decisions for myself and my career along the way",Geneviève-Grégoire-Labrecque
1456," I have put in place safety nets in case I fall, but I can also see that I benefited (and continue to benefit) from privileges that make my path easier compared to others",Geneviève-Grégoire-Labrecque
1457,"  Moving forward, I will continue to set boundaries for myself, be critical, reflective and reflexive, listen to others and speak up against injustices within and outside academia; take one step at a time and",Geneviève-Grégoire-Labrecque
1458,  ,Geneviève-Grégoire-Labrecque
1459,"Studying a PhD whilst at CERN, with Joshua Dawes",Joshua-Dawes
1460," Life after study Student experience 5th November 2019  Joshua Dawes is 25 years old, from the UK and a final-year PhD student in Computer Science",Joshua-Dawes
1461," Although Joshua is studying his PhD with The University of Manchester, for the entire period of the programme he's actually based at CERN in Geneva, Switzerland on CERN's Doctoral Student programme",Joshua-Dawes
1462,    Here we find out more about Joshua's research and why he came to choose to study Computer Science at Manchester,Joshua-Dawes
1463,"  Hi Joshua, why did you want to study your PhD with The University of Manchester? I actually did my undergraduate degree in Computer Science and Maths here at The University of Manchester too",Joshua-Dawes
1464, Part of my degree was a placement year and I did mine at CERN at the CMS Experiment,Joshua-Dawes
1465," While I was there, my interest in doing a PhD after my bachelors reached its peak and my team at CERN helped me to decide on a topic",Joshua-Dawes
1466," At the same time, my future supervisor at Manchester was looking for PhD students and he had the perfect balance of interests for the idea we had at CERN",Joshua-Dawes
1467,"after a short skype call, we had a project proposal and an agreed supervision team",Joshua-Dawes
1468," I got *ridiculously* lucky and ended up with an unconventional but ultimately ideal supervision team!  Can you tell us a little bit about your research? When I explain my research to anyone who asks, I start by saying that it's aimed at automating, as much as possible, the analysis of the behaviour of computer programs",Joshua-Dawes
1469," At the moment, the focus is on Python programs",Joshua-Dawes
1470," What actually happens to reach this goal consists of developing a lot of theory and then, based on the theory, implementing tools for developers to use",Joshua-Dawes
1471," These tools let software engineers:  1) describe how their system should behave;  2) check whether it's actually behaving like that when the program runs; and  3) find the places where there might have been a deviation from expected behaviour, and then try to determine why",Joshua-Dawes
1472,  The tools are publicly available - http://cern,Joshua-Dawes
1473,ch/vypr and the research is described in significantly more detail in publications listed at http://cern,Joshua-Dawes
1474,   What do you enjoy most about studying/researching? I was lucky to be able to get a supervisor for my PhD who was interested in the applied aspect of what can be an extremely theoretical field,Joshua-Dawes
1475," Of course there is a large theoretical aspect of my research, but there's an over-arcing theme of ""research from demand""",Joshua-Dawes
1476," In other words, when we develop theory we steer it by what we know is needed in our practical setting",Joshua-Dawes
1477," This generally strengthens results and adds another layer to the work we're doing: of course the main reason for doing everything is to get the PhD at the end, but you're also working on a kind of product",Joshua-Dawes
1478,"  From this ""product"" view comes a whole other area of things you have to learn about: how to market your research",Joshua-Dawes
1479, Being good at this is really hard,Joshua-Dawes
1480, Working out how to hit the mark with an audience who could benefit from your work (but whose interests are not in the research needed) takes practice! This is one of the things I love about how my PhD has ended up,Joshua-Dawes
1481,"  How do you see your time at The University of Manchester helping with your career plans? Technically my time at Manchester is also my time at CERN, and starting my career in an applied environment, which is where I want to stay, has been perfect for me",Joshua-Dawes
1482," CERN has the perfect mix of industry and academia; I can do research (engineering and theory) and publish, and then there are places to actually apply what you've worked on",Joshua-Dawes
1483,  Has your time studying at The University of Manchester & CERN caused you to rethink or alter your career plans? My PhD has completely changed my career plans,Joshua-Dawes
1484," When I first started, I was ready to be a theorist",Joshua-Dawes
1485," But now I've spent a lot of time in this world that's a mixture of theory and practice, I want to stay",Joshua-Dawes
1486," I enjoy working on theory, but ultimately what I really get excited about is seeing things being applied outside what I'm familiar with",Joshua-Dawes
1487,"  What would you say to people considering coming to Manchester to study? I can't say anything about the environment for PhD students who are permanently here, but I support doing a split-site PhD* (working with industry, as long as there's a research culture in the part of industry you work with)",Joshua-Dawes
1488, Doing a split-site PhD can be tricky,Joshua-Dawes
1489," There are different perspectives involved and, ultimately, the priority is for you to get your PhD, so you have to be careful to balance the things you're working on",Joshua-Dawes
1490," For example, there have been moments when I've been aware that what I was working on was no longer important for my PhD",Joshua-Dawes
1491, These are the moments that shouldn't become too frequent,Joshua-Dawes
1492,  And outside university,Joshua-Dawes
1493," what do you get up to in your spare time? I'm lucky enough to live in a beautiful part of the world, so I try to explore as much as I can",Joshua-Dawes
1494," This includes little day trips, snowboarding in the Alps, longer breaks with my other half or travelling for work",Joshua-Dawes
1495,"   I make sure to stay active by running and doing yoga (if you haven't, you should definitely try it - it's great)",Joshua-Dawes
1496," I can't emphasise enough the importance of being active (okay sometimes I have periods, especially when I travel for work, where the active lifestyle takes a break)",Joshua-Dawes
1497," Finally, since I live in the French-speaking region of Switzerland, I really enjoy using my spare time to practice French",Joshua-Dawes
1498, Whether it's talking to people or watching movies,Joshua-Dawes
1499, interacting in your second language is a unique experience,Joshua-Dawes
1500,"  Can you tell us the best way for a student to do a similar programme to you and what opportunities there are available at CERN? Firstly, CERN has a few student programmes for students at different stages in their studies",Joshua-Dawes
1501, My first contract with CERN was a Technical Studentship for 13 months,Joshua-Dawes
1502, These contracts last for 6-14 months and give students a good feel for life at CERN and in the surrounding region,Joshua-Dawes
1503, Another amazing opportunity at CERN is the Summer Student programme,Joshua-Dawes
1504, This involves students coming from all over the world for up to 3 months to see what exactly goes on here,Joshua-Dawes
1505," At the time of writing this, I've supervised three students on this programme and I can't emphasise enough how much people can take from it",Joshua-Dawes
1506," I like to put it at least a bit down to my supervision, but the summer spent at CERN has enough impact that 2 out of my 3 past students have since applied to come back with longer-term contracts",Joshua-Dawes
1507,"  Finally, I want to promote PhDs in general",Joshua-Dawes
1508," They are hard, but you gain experience in so many different areas and you become confident in loads of situations",Joshua-Dawes
1509, I think the main purpose of your PhD is to teach you how to do research,Joshua-Dawes
1510," For example, you learn to estimate how promising a given direction is; how to explain your research; and how to operate in an environment where your research is just one moving part out of many",Joshua-Dawes
1511,"  Besides this, I think you learn so much about the world",Joshua-Dawes
1512," You travel to communicate your research (at the time of writing this, I've had the privilege of giving talks in 4 countries and will fly tomorrow to give a talk in a fifth country), you work with people from different backgrounds (professional and cultural) and you see how research fits into the wider world (not just a corner of academia to which your PhD contributes)",Joshua-Dawes
1513,  Joshua  ,Joshua-Dawes
1514,"Tina: Welcome! This is Tina Persson, founder of PhD Career Stories at the third Max Planck Career Fair in Berlin",Katrin-Franke
1515," I have here on my side Professor Katrin Franke, Professor at NTNU, the Norwegian University of Science and Technology, and I have listened to your fantastic seminar here today",Katrin-Franke
1516, Thank you very much for joining PhD Career Stories for an interview about career perspectives,Katrin-Franke
1517," I'm wondering Katrin, why you started your PhD? Katrin: It's my great pleasure to be here today",Katrin-Franke
1518, Also greetings and big compliments to the organisers from Max Planck PhD promotion group,Katrin-Franke
1519, It's for me especially nice to come back because I have been living and working 13 years in Berlin,Katrin-Franke
1520, I was taking my PhD while living in Berlin and now since 10 years I'm in Norway where i became professor,Katrin-Franke
1521," Why did I take a PhD? Well, the PhD came to me",Katrin-Franke
1522, So the only thing that I always knew I wanted from the bottom of my heart is doing research,Katrin-Franke
1523," I while I was doing my master, I started as a research assistant at an academy of science in Dresden",Katrin-Franke
1524," From there I move on and received a position at the Fraunhofer Society Institute in Berlin - IPK - for production, technology and design",Katrin-Franke
1525,"  Over the years, doing research, I realised, there is only so far I can go with a master degree in my research",Katrin-Franke
1526," Of course, for most of the grant applications and for most of the project leadership positions, it was required to be formally qualified as a PhD",Katrin-Franke
1527,"  Around 1998, so after 4 years as a researcher, I came to the conclusion that I would like to do a PhD in order to reach the next level in my researcher career",Katrin-Franke
1528,"  Then I travelled around the world, visiting six universities, interviewing for PhD positions",Katrin-Franke
1529," Luckily I found a position at the University of Groningen, the Netherlands, where I could pursue my PhD studies and at the same time work at the Fraunhofer Society here in Berlin",Katrin-Franke
1530,"  Tina: You have performed a fantastic career, Katrin! We could hear that in the seminar today",Katrin-Franke
1531, But we also know that you have struggled,Katrin-Franke
1532," I'm curious to know, what made you stay in academia? Katrin: Good question",Katrin-Franke
1533, There are many factors in our life that are out of our control,Katrin-Franke
1534," In particular for young PhD researchers close to finish, we all have been there wondering 'Oh my God, what shall I do now? What is next? Where to go on from here?' Because as I said in my talk earlier today, getting a PhD is only level 1 in Super Mario and in Super Katrin",Katrin-Franke
1535," At level 2, we need to reorientate ourselves",Katrin-Franke
1536," To be honest, in 2004-2005, shortly before finishing my PhD, I was not sure that I could continue in academia",Katrin-Franke
1537, The good foundation I had by then by being 13 years at Fraunhofer was that I had the experiences from Fraunhofer and working for the industry but also working in research,Katrin-Franke
1538, What you know is that either you go to industry or you try to stay in academia,Katrin-Franke
1539, I applied all over the world to find a follow up position that would allow me to do research,Katrin-Franke
1540, I was mentally prepared to go to industry,Katrin-Franke
1541, I got a great opportunity in Norway at a very small college where I could combine or use the experience I learnt from Fraunhofer working with industry and at the same time building up an academic environment,Katrin-Franke
1542,"  So my message for everybody, we have all been there",Katrin-Franke
1543, Don't cry if you cannot stay directly in academia,Katrin-Franke
1544, Sometimes it's even good to take a detour in industry because it will give us an exposure and to learn on what is required out there,Katrin-Franke
1545, With new insights you can eventually come back and pursue a second career in academia after pursuing a career in industry,Katrin-Franke
1546,"  And this is what we tell our PhD students today, less than 10% stay in academia",Katrin-Franke
1547," So when we have 100 PhD students today, only 10 or even less can continue in academia",Katrin-Franke
1548," So from the early beginning, look what is out there, spread your wings and also look for opportunities to continue in other areas of our societies",Katrin-Franke
1549,  Tina: You also mention that you had a career adviser at some point,Katrin-Franke
1550, Tell us more about that,Katrin-Franke
1551,"  Katrin: Yes, this was very early",Katrin-Franke
1552," When I decided that I may pursue a PhD, I also realised I know to little how academia works",Katrin-Franke
1553," What are the criteria to work in academia? So Fraunhofer is very much about content, it's about research, it's about solving problems, it's about delivery",Katrin-Franke
1554," But what are the steps, the career development towards a career in academia? Honestly I didn't know",Katrin-Franke
1555, It was at the time 2000 so I had already grasped that I might be able to pursue a PhD,Katrin-Franke
1556," So I was at the beginning of my PhD studies and then I got the opportunity to take a special course where young women could receive advice for instance in how to write a CV, what are the criteria for professorship, what are the measures for excellence, how to apply for professorship, and how to negotiate for professorship positions",Katrin-Franke
1557," I took this course in 2001 and I got my PhD in 2005, 4 years later",Katrin-Franke
1558,  One advice that stuck with me since I'm in computer science is that I should keep my eyes open for positions in the Nordic countries because women in technology are very much supported in the Nordic countries,Katrin-Franke
1559," So when I got the chance to apply for professorship in Norway in 2006, I tried and now I've been 10 years in Norway! Tina: If you were to advice our listeners, would you advice them to start their career development very early on in their PhD? Katrin: I think yes",Katrin-Franke
1560," Number one and now I speak as a professor, first and foremost, get your PhD research proposal out, get admitted to a PhD program and write your first paper, because then you know how the system works",Katrin-Franke
1561," Then, if you have the possibility, go to PhD research schools or PhD organisations to network and to build a community with your peers",Katrin-Franke
1562," And then I believe it's very good to know the criteria, the measures, what do you need to produce",Katrin-Franke
1563," If you have a very dedicated supervisor, he or she will tell you, but it's also good to seek knowledge independently and combine it together with the advice from your supervisor",Katrin-Franke
1564," Remember, your PhD is working towards independence",Katrin-Franke
1565, The last time you will have an adviser by your side is during your PhD,Katrin-Franke
1566," Once you are out of the door with the PhD, you are alone",Katrin-Franke
1567, Very much alone,Katrin-Franke
1568, Then it's good if you have use the time during your PhD to find ways to educate yourself to be in continuous learning so that the culture shock from PhD to Postdoc is not so big,Katrin-Franke
1569,  Tina: So what I hear a little between the lines here is 'Build yourself a network' - so that you have people that you can ask and contact if you need advise or if you need to expand your field or if you need to learn a particular industry that might be interested in your competence,Katrin-Franke
1570," Is that what I hear between the lines? Katrin: Well, I think there are different kinds of networks",Katrin-Franke
1571, The first and most important network is of course your family and your loved ones,Katrin-Franke
1572, Remember on one hand that you are very dependent on them but they are also dependent on you and your loved ones may sacrifice their own life or career just for your PhD,Katrin-Franke
1573, So having this harmony at home even in times of struggle I think is very important,Katrin-Franke
1574,  The next network I think is important is your peers in the lab,Katrin-Franke
1575," Your fellow PhDs, your fellow postdocs, you are sitting all in the same boat",Katrin-Franke
1576," From a culture of sharing within this small environment, the whole group can exceed and they can in a safe and protected environment try out their knowledge and skills",Katrin-Franke
1577,"  The next network I believe is important is in the institute, which is the extended version of the lab",Katrin-Franke
1578, And then the network that you build at conferences dedicated to your field,Katrin-Franke
1579," If you are in the lucky situation that your funding allows you to travel to present your research at a conference, go, spend time, learn from other researchers in the field, broaden your perspectives on the domain and see where others are going",Katrin-Franke
1580," Those colleagues and those friendships that you build at this time, these might be your research partners when you are becoming more senior",Katrin-Franke
1581," When you are applying for a grant proposal, when you are organising a conference, when you are writing a book",Katrin-Franke
1582,  And then there is the last network that I would like to mention,Katrin-Franke
1583," I strongly believe in the cooperation and impact of science working partitioners, working for instance with the biologists if you are in the domain, or working with technicians, those can often share with you a broad amount of experiences, technical experiences that you have just not earned yet because you are young",Katrin-Franke
1584, Listen to them,Katrin-Franke
1585, It will give you new perspectives on your research project and broaden your horizon and may give you the idea that eventually adheres to a Nobel prize,Katrin-Franke
1586,  I would say build your own trust network around you on different levels and start with your family at home,Katrin-Franke
1587,"  Tina: Now, you took a decision when you were in Germany to take the chance to move to Norway",Katrin-Franke
1588, How important do you think that this decision has been for your career? Katrin: My personal opinion is that I wouldn't be a professor today if I had stayed in Germany,Katrin-Franke
1589," For me, the eagerness to reach out started to grow by attending conferences",Katrin-Franke
1590, By being invited to give lectures at other universities,Katrin-Franke
1591," I saw so many different cultures going to universities in Japan, the US, the Netherlands, Canada and I saw that there are other models of working, other ways of collaborating, other ways of research",Katrin-Franke
1592, And then of course other ways of leading to impact and doing something that stays for longer,Katrin-Franke
1593,  I dreamed to go abroad shortly after I started on my PhD,Katrin-Franke
1594," I therefore started to read up on what it would mean to go abroad, what support networks are there for people that are going abroad etc",Katrin-Franke
1595, Also very practical requirements such as visa and work permits and so on,Katrin-Franke
1596, And also what is the life cycle of someone going abroad,Katrin-Franke
1597," For instance, it's fully normal that after six months living in a new country you hit the ground and start asking yourself 'Oh my God, what have I done?'",Katrin-Franke
1598, In my case this happened when the nice snowy mountains in Norway and the blue sky were suddenly pitch black and I wanted to come back to Berlin in the real civilization and not only live with woods and bush,Katrin-Franke
1599," But if you know that this is completely normal and that the pink clouds turn into desperation after six months and that you just need to carry on and it will be better again, then you may overcome the six months steps",Katrin-Franke
1600,"  For me it really helped to know that this happens to many and so when it happened to me I was just conscious and thinking 'Now it kicks in, now I need to carry on'",Katrin-Franke
1601,  Tina: I would like to share the same feeling I had when I came to Germany,Katrin-Franke
1602, The first six months were like a holiday and then the hard work started,Katrin-Franke
1603," But also that it was even harder actually to go back to Sweden after five years in Germany, because I had changed and so had Sweden",Katrin-Franke
1604, So I had the same process going back,Katrin-Franke
1605,  But we are not going into that now,Katrin-Franke
1606, Instead we are going to round up hear and I would like you to think about and share your three most important tips and tricks for PhD students that would like to pursue an academic career,Katrin-Franke
1607," What would that be? Katrin: Number one, stay modest, independently of your achievements",Katrin-Franke
1608, Because there will always be someone in the room that is smarter than you,Katrin-Franke
1609,"  Number two, nothing is impossible",Katrin-Franke
1610, Don't give up or don't take no for an answer,Katrin-Franke
1611," Question the no, challenge the no",Katrin-Franke
1612, Try to find solutions around the no,Katrin-Franke
1613," And if you are sure there is no workaround, then you can leave it",Katrin-Franke
1614,  The last thing is that I believe in buddies,Katrin-Franke
1615," I'm going diving and from diving I know that sometimes  if I'm deep under water, my air goes out",Katrin-Franke
1616, And then the buddy will provide his or her spare air so that you will not die,Katrin-Franke
1617," I believe in academia in particular, which is a very tough and competitive environment, you will face challenges much easier if you have a buddy that is sharing air with you",Katrin-Franke
