,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
1384,  The years will fly by,Jillian's story,0.0,Neutral,0.8,Positive
1385, Remember how quick your undergraduate went! Remember how sad you felt  leaving the University and your fellow peers when you graduated,Jillian's story,-0.5106,Negative,-0.08333333333333334,Negative
1386, Enjoy your time and your journey,Jillian's story,0.4939,Neutral,0.4,Positive
1387,  Try to remember the big picture,Jillian's story,0.0,Neutral,0.0,Neutral
1388,"  To quote Ronald Azuma (https //www cs unc edu/-azuma/hitch4 html) ""Being a graduate student is like  becoming all of the Seven Dwarves",Jillian's story,0.3612,Neutral,0.0,Neutral
1389, In the beginning you're Dopey and Bashful,Jillian's story,-0.0258,Neutral,0.0,Neutral
1390," In the middle, you  are usually sick (Sneezy), tired (Sleepy), and irritable (Grumpy)",Jillian's story,-0.7506,Negative,-0.35714285714285715,Negative
1391," But at the end, they call you  Doc, and then you're Happy",Jillian's story,0.5719,Positive,0.8,Positive
1392,"""  Topics:  Biology_(/bIog/tooics/biology)",Jillian's story,0.0,Neutral,0.0,Neutral
1393,  Health (/bIog/topics/health)   Medicine (/bIog/tooics/medicine)   Tags:  early career researchers (https://blogs,Jillian's story,0.0,Neutral,0.1,Positive
1394,com/bmcbIog/tag/early-career-researchers/)  PhD (https://blogs,Jillian's story,0.0,Neutral,0.1,Positive
1395,com/bmcblog/tag/phd/) P hD journey (https:// blogs,Jillian's story,0.0,Neutral,0.0,Neutral
1396,biomed centra I,Jillian's story,0.0,Neutral,0.0,Neutral
1397,com/ bmc blog/ta g/ phd-journey/) students (htt ps://  bIogs,Jillian's story,0.0,Neutral,0.0,Neutral
1398,biomed centra I,Jillian's story,0.0,Neutral,0.0,Neutral
1399,com/ bmc bIog/tag/stud ents/)     SHARE THIS POST      < PREVIOUS POST                                                 NEXT POST >  Think,Jillian's story,0.4466,Neutral,-0.08333333333333333,Negative
1400," A helpful checklist for researchers           September blogs digest:  giraffes, Alzheimer's, sepsis, and ",Jillian's story,0.4215,Neutral,0.0,Neutral
1401, 01 Oct 2015                                                   02 Oct 2015 (https://blogs,Jillian's story,0.0,Neutral,0.0,Neutral
1402,com/bmcbIog/2015/10/01/think-   (https://blogs,Jillian's story,0.0,Neutral,0.0,Neutral
1403,com/bmcbIog/2015/10/02/* check-submit/)                                       blogs-digest-giraffes-alzheimers-sepsis/)    View the latest posts on the Research in progress blog  homepage  (https://blogs,Jillian's story,0.4215,Neutral,-0.3,Negative
1404,com/bmcblog)      COMMENTS    About  About our blog  network (https //blogs biomedcentral com/about/),Jillian's story,0.0,Neutral,0.0,Neutral
1405,  Cop_yrght information (https://blogs biomedcentral com/about/cop_yrght-information/) Community  Guidelines (/about/community-guidelines) About BioMed Central (https://www biomedcentral com/about)  Network Blogs  On Biology_(ion-biology/),Jillian's story,0.0,Neutral,0.0,Neutral
1406," On Medicine (/on-medicine/) On Health (/on-health/) On Societ _(https //blogs biomedcentral com/on-societv/)  On Phvsical Sciences (https //blogs biomedcentral com/on-DhvsicaIsciences/) Research in progress  bIog_(/bmcbIog/) BMC Series bIog_(/bmcseriesbIog,/) Bugbitten (/bugbitten/)  Related Blogs  SpringerOpen bIog_(https //bIogs,springeropen com/springeropen)     Network Topics  Biology_(https://blogs biomedcentral com/bIog/topics b o ogy/) Medicine (https  //blogs",Jillian's story,0.4215,Neutral,0.0,Neutral
1407,biomedcentral com/blog/topics/medicine/) Health (httDS //blogs biomedcentral  com/blog/toDics/health/) Developing  World (https //blogs biomedcentral com/blog/topics/developing-world/) Open Access  (https://blogs,Jillian's story,0.0,Neutral,0.0,Neutral
1408,"com/blog/topics/open-access/) Technology_(https //blogs biomedcentral  com/blog/topics/technology/) Publishing_(https //blogs,biomedcentral com/blog/topics/publishing/)           Community  Network RSS Feeds (https://blogs biomedcentral com/network-rss-feeds/) Follow us on Twitter  (https’//twitter com/BioMedCentral)",Jillian's story,0.0,Neutral,0.0,Neutral
1409, Follow us on Facebook (https //www,Jillian's story,0.0,Neutral,0.0,Neutral
1410,com/BioMedCentral)  Follow us on Linkedln (https://www,Jillian's story,0.0,Neutral,0.0,Neutral
1411,com/groups?gid=878087&trk=hb side g) Follow us on  YouTube (https’//www voutube com/channel/UCNowWtw7oCZH3f0u2tF wbw),Jillian's story,0.0,Neutral,0.0,Neutral
1412,"         By continuing to use this website, you agree to our Terms and Conditions (httDs //www biomedcentral  com/terms-and-conditions), Comrniyutn Guidelines (/about/communitv_guideIines/), Privacv statement  (https://www",Jillian's story,0.3612,Neutral,0.0,Neutral
1413,com/terms-and-conditions/privacv-statement) and Cookies (https //www  biomedcentral com/cookies) policy,Jillian's story,0.0,Neutral,0.0,Neutral
1414,    SPRINGER NATURE_(//www springernature com) 0 2017 BioMed Central Ltd unless otherwise stated,Jillian's story,0.0,Neutral,0.0,Neutral
1415, Part of Springer Nature (http //www  sIoringernature,Jillian's story,0.0,Neutral,0.0,Neutral
1416,"For many, the end of the year sparks reflection",Geneviève-Grégoire-Labrecque,0.2263,Neutral,0.5,Positive
1417," As I conclude my 4th PhD year, which coincides with the end of my fieldwork, I decided to use this opportunity to reflect on my PhD",Geneviève-Grégoire-Labrecque,0.4215,Neutral,0.0,Neutral
1418,  What helped me thrive in it so far?  Asking people about their PhD journey is subjective,Geneviève-Grégoire-Labrecque,0.4019,Neutral,0.1,Positive
1419, Below are the themes that I found relevant to address,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.4,Positive
1420, Understanding other people's reasoning behind their choices and explanations of their trajectory has always generated useful questions to reflect on to guide my own path,Geneviève-Grégoire-Labrecque,0.4404,Neutral,-0.05000000000000002,Negative
1421, I hope this is helpful to others,Geneviève-Grégoire-Labrecque,0.6908,Positive,0.0,Neutral
1422,  Decisive questions  Interrogation mark in red neon light Asking questions,Geneviève-Grégoire-Labrecque,0.2263,Neutral,0.2,Positive
1423, Photo by imone Secci on Unsplash,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1424," Before I started my PhD, I wondered: why do I want to undertake such an adventure? My answer back then still guides me today: for the love of social science, to develop more tools to better work with children and young people, to contribute to the community locally and beyond",Geneviève-Grégoire-Labrecque,0.8658,Positive,0.22222222222222224,Positive
1425,"  Another question is definitely: what will I do after? Will I seek a career in academia or outside academia or both?   While I do not have a clear-cut answer, I believe that the answers to these questions, even if they are bound to change over the course of one's studies, have played a determining role in designing a PhD journey tailored to my needs and wishes",Geneviève-Grégoire-Labrecque,0.8074,Positive,0.03333333333333334,Positive
1426," They have influenced all subsequent decisions I have made, such as the way I do research (ethics, methods), volunteering in a consultation on the right of children to a healthy environment, working as a research assistant alongside children in the Growing with the city research project, and applying to be a Public Scholar",Geneviève-Grégoire-Labrecque,0.5267,Positive,0.19642857142857142,Positive
1427,"  Getting informed and connecting with the field White letter ""i"" White on a green information board indicating an information center Seeking information",Geneviève-Grégoire-Labrecque,0.0,Neutral,-0.07500000000000001,Negative
1428, Photo by Waldemar Brandt on Unsplash,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1429," Later in the process, I started contacting professors and subscribed to mailing lists on themes and from groups of interest to get to know the field, universities, scholars, programs and PhD opportunities locally and abroad",Geneviève-Grégoire-Labrecque,0.7003,Positive,0.0,Neutral
1430,"  To this day, I continue receiving important news, such as recent publications, timely calls for papers and presentations through these mailing lists",Geneviève-Grégoire-Labrecque,0.2023,Neutral,0.2,Positive
1431, It is a way to connect and engage with a wider network and expand one's horizons while sparking reflection and feeding discussions,Geneviève-Grégoire-Labrecque,0.6808,Positive,0.0,Neutral
1432," In that sense, I have discovered forward-thinking networks, such as the Child Rights International Network (CRIN), insightful podcasts like the Critical Childhoods and Youth Studies Collective (CCYSC)'s Awaaz, and artistic, yet critical initiatives, such as the Rights Studio's Blog",Geneviève-Grégoire-Labrecque,-0.2732,Neutral,0.08333333333333333,Positive
1433,"  Anchoring the ""what, where, how, when, with whom"" Person writing a checklist in a book Making a list of the important criteria",Geneviève-Grégoire-Labrecque,0.2023,Neutral,0.4,Positive
1434, Photo by Glenn Carstens-Peters on Unsplash,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1435," I didn't choose Concordia University as my ""home"" right away",Geneviève-Grégoire-Labrecque,0.0,Neutral,0.2857142857142857,Positive
1436," Rather, I looked at different options thoroughly and it ended up being a good fit for my research and personal life",Geneviève-Grégoire-Labrecque,0.7133,Positive,0.275,Positive
1437,"  First, I felt that being attached to a single field of study would be restrictive in terms of analyzing the complexity of childhood and children's rights",Geneviève-Grégoire-Labrecque,0.0,Neutral,0.15476190476190477,Positive
1438, That's when I found Concordia's Individualized Program,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1439," Over the years, the program would encourage my creative inclinations, support my need for flexibility in terms of program structure and respect my intellectual autonomy, thus allowing me to lead the kind of research I am passionate about",Geneviève-Grégoire-Labrecque,0.9761,Positive,0.33749999999999997,Positive
1440," In my opinion, four years (and counting!) can be a long time if there's no pleasure involved",Geneviève-Grégoire-Labrecque,0.5719,Positive,-0.05,Negative
1441,"  I also surrounded myself with a supervisor (and a supervisory committee) that I have regular contact with, and who is stimulating and has a good ear",Geneviève-Grégoire-Labrecque,0.5859,Positive,0.35,Positive
1442," Early on, we addressed the basis of our professional relationship with transparency: do they supervise other students (read here: do they have time for me)? Are they interested in collaborating in research projects and articles? Do they have funding for hiring assistants? How do I/they like to work? How often should we communicate? Do they feel comfortable working with other professors for co-supervision and/or in the supervisory committee?  Every now and then, we still come back to make sure we are on the same page",Geneviève-Grégoire-Labrecque,0.8689,Positive,0.225,Positive
1443, I also feel that my program is human enough to support me if something goes wrong and needs to be addressed,Geneviève-Grégoire-Labrecque,-0.1027,Neutral,-0.16666666666666666,Negative
1444,"  As an institution, I also value the kind of questions Concordia is raising and initiatives it supports to innovate, but also to be more critical, reflexive, inclusive and socially/racially just",Geneviève-Grégoire-Labrecque,0.8555,Positive,0.2111111111111111,Positive
1445," Is it perfect? No, but I guess that finding the best fit for oneself, I",Geneviève-Grégoire-Labrecque,0.886,Positive,0.7999999999999999,Positive
1446,", anchoring the ""what, where, how, when, with whom"", is about making the most of different factors deemed important for oneself: passion, stimulation, expertise, flexibility, timeline and goals, values, and funding, without it being completely flawless",Geneviève-Grégoire-Labrecque,0.6889,Positive,0.4666666666666666,Positive
1447,  Securing funding Coins jar spilled on the floor Counting money,Geneviève-Grégoire-Labrecque,0.3182,Neutral,0.0,Neutral
1448, Photo by Josh Appel on Unsplash,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1449," Unsurprisingly, funding is a key factor to help me through my PhD journey",Geneviève-Grégoire-Labrecque,0.4019,Neutral,0.0,Neutral
1450," Although ""we should not have to win our salaries"" as expressed by a fellow Public Scholar, there are several resources like GradProSkills Scholarship workshops (from which I benefited) to better understand the current funding system, to know the funding opportunities per areas of study, and to make the best possible applications",Geneviève-Grégoire-Labrecque,0.9545,Positive,0.3,Positive
1451,"  Other possibilities within academia range from being funded by a supervisor, working on side research projects that are in line with one's own doctoral research, and teaching",Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1452," I would recommend not being shy to ask professors, departments, faculties, institutions what is available and what can be done",Geneviève-Grégoire-Labrecque,0.128,Neutral,-0.04999999999999999,Negative
1453,"  A reminder though that decent work conditions, including decent wages, are not the only things that matter when it comes to graduate students' mental health or the quality of their research",Geneviève-Grégoire-Labrecque,0.0258,Neutral,0.07777777777777777,Positive
1454, The overworking culture in academia and the structural inequalities embedded in higher education are unhealthy and things do need to change,Geneviève-Grégoire-Labrecque,-0.5267,Negative,-0.12000000000000001,Negative
1455,"  Moving forward Looking back, I feel more confident that I made thoughtful and coherent decisions for myself and my career along the way",Geneviève-Grégoire-Labrecque,0.7003,Positive,0.35,Positive
1456," I have put in place safety nets in case I fall, but I can also see that I benefited (and continue to benefit) from privileges that make my path easier compared to others",Geneviève-Grégoire-Labrecque,0.9201,Positive,0.0,Neutral
1457,"  Moving forward, I will continue to set boundaries for myself, be critical, reflective and reflexive, listen to others and speak up against injustices within and outside academia; take one step at a time and",Geneviève-Grégoire-Labrecque,-0.7184,Negative,0.0,Neutral
1458,  ,Geneviève-Grégoire-Labrecque,0.0,Neutral,0.0,Neutral
1459,"Studying a PhD whilst at CERN, with Joshua Dawes",Joshua-Dawes,0.0,Neutral,0.0,Neutral
1460," Life after study Student experience 5th November 2019  Joshua Dawes is 25 years old, from the UK and a final-year PhD student in Computer Science",Joshua-Dawes,0.0,Neutral,0.05,Positive
1461," Although Joshua is studying his PhD with The University of Manchester, for the entire period of the programme he's actually based at CERN in Geneva, Switzerland on CERN's Doctoral Student programme",Joshua-Dawes,0.0,Neutral,-0.4,Negative
1462,    Here we find out more about Joshua's research and why he came to choose to study Computer Science at Manchester,Joshua-Dawes,0.0,Neutral,0.0,Neutral
1463,"  Hi Joshua, why did you want to study your PhD with The University of Manchester? I actually did my undergraduate degree in Computer Science and Maths here at The University of Manchester too",Joshua-Dawes,0.0772,Neutral,0.0,Neutral
1464, Part of my degree was a placement year and I did mine at CERN at the CMS Experiment,Joshua-Dawes,0.0,Neutral,0.0,Neutral
1465," While I was there, my interest in doing a PhD after my bachelors reached its peak and my team at CERN helped me to decide on a topic",Joshua-Dawes,0.7003,Positive,0.0,Neutral
1466," At the same time, my future supervisor at Manchester was looking for PhD students and he had the perfect balance of interests for the idea we had at CERN",Joshua-Dawes,0.7717,Positive,0.5,Positive
1467,"after a short skype call, we had a project proposal and an agreed supervision team",Joshua-Dawes,0.2732,Neutral,0.0,Neutral
1468," I got *ridiculously* lucky and ended up with an unconventional but ultimately ideal supervision team!  Can you tell us a little bit about your research? When I explain my research to anyone who asks, I start by saying that it's aimed at automating, as much as possible, the analysis of the behaviour of computer programs",Joshua-Dawes,0.5859,Positive,0.26145833333333335,Positive
1469," At the moment, the focus is on Python programs",Joshua-Dawes,0.0,Neutral,0.0,Neutral
1470," What actually happens to reach this goal consists of developing a lot of theory and then, based on the theory, implementing tools for developers to use",Joshua-Dawes,0.0258,Neutral,-0.4,Negative
1471," These tools let software engineers:  1) describe how their system should behave;  2) check whether it's actually behaving like that when the program runs; and  3) find the places where there might have been a deviation from expected behaviour, and then try to determine why",Joshua-Dawes,0.3612,Neutral,0.0,Neutral
1472,  The tools are publicly available - http://cern,Joshua-Dawes,0.0,Neutral,0.4,Positive
1473,ch/vypr and the research is described in significantly more detail in publications listed at http://cern,Joshua-Dawes,0.0,Neutral,0.375,Positive
1474,   What do you enjoy most about studying/researching? I was lucky to be able to get a supervisor for my PhD who was interested in the applied aspect of what can be an extremely theoretical field,Joshua-Dawes,0.8271,Positive,0.2966666666666667,Positive
1475," Of course there is a large theoretical aspect of my research, but there's an over-arcing theme of ""research from demand""",Joshua-Dawes,-0.128,Neutral,0.10714285714285714,Positive
1476," In other words, when we develop theory we steer it by what we know is needed in our practical setting",Joshua-Dawes,0.0,Neutral,0.0,Neutral
1477," This generally strengthens results and adds another layer to the work we're doing: of course the main reason for doing everything is to get the PhD at the end, but you're also working on a kind of product",Joshua-Dawes,0.6908,Positive,0.2722222222222222,Positive
1478,"  From this ""product"" view comes a whole other area of things you have to learn about: how to market your research",Joshua-Dawes,0.0,Neutral,0.2,Positive
1479, Being good at this is really hard,Joshua-Dawes,0.2975,Neutral,0.20416666666666664,Positive
1480, Working out how to hit the mark with an audience who could benefit from your work (but whose interests are not in the research needed) takes practice! This is one of the things I love about how my PhD has ended up,Joshua-Dawes,0.8807,Positive,0.5,Positive
1481,"  How do you see your time at The University of Manchester helping with your career plans? Technically my time at Manchester is also my time at CERN, and starting my career in an applied environment, which is where I want to stay, has been perfect for me",Joshua-Dawes,0.7717,Positive,0.5,Positive
1482," CERN has the perfect mix of industry and academia; I can do research (engineering and theory) and publish, and then there are places to actually apply what you've worked on",Joshua-Dawes,0.5719,Positive,0.5,Positive
1483,  Has your time studying at The University of Manchester & CERN caused you to rethink or alter your career plans? My PhD has completely changed my career plans,Joshua-Dawes,0.0,Neutral,0.1,Positive
1484," When I first started, I was ready to be a theorist",Joshua-Dawes,0.3612,Neutral,0.225,Positive
1485," But now I've spent a lot of time in this world that's a mixture of theory and practice, I want to stay",Joshua-Dawes,0.0772,Neutral,0.0,Neutral
1486," I enjoy working on theory, but ultimately what I really get excited about is seeing things being applied outside what I'm familiar with",Joshua-Dawes,0.7635,Positive,0.24375000000000002,Positive
1487,"  What would you say to people considering coming to Manchester to study? I can't say anything about the environment for PhD students who are permanently here, but I support doing a split-site PhD* (working with industry, as long as there's a research culture in the part of industry you work with)",Joshua-Dawes,0.4019,Neutral,-0.05,Negative
1488, Doing a split-site PhD can be tricky,Joshua-Dawes,-0.1531,Neutral,0.0,Neutral
1489," There are different perspectives involved and, ultimately, the priority is for you to get your PhD, so you have to be careful to balance the things you're working on",Joshua-Dawes,0.1531,Neutral,-0.03333333333333333,Negative
1490," For example, there have been moments when I've been aware that what I was working on was no longer important for my PhD",Joshua-Dawes,0.2023,Neutral,0.325,Positive
1491, These are the moments that shouldn't become too frequent,Joshua-Dawes,0.0,Neutral,0.1,Positive
1492,  And outside university,Joshua-Dawes,0.0,Neutral,0.0,Neutral
1493," what do you get up to in your spare time? I'm lucky enough to live in a beautiful part of the world, so I try to explore as much as I can",Joshua-Dawes,0.7717,Positive,0.3039393939393939,Positive
1494," This includes little day trips, snowboarding in the Alps, longer breaks with my other half or travelling for work",Joshua-Dawes,0.0,Neutral,-0.13472222222222222,Negative
1495,"   I make sure to stay active by running and doing yoga (if you haven't, you should definitely try it - it's great)",Joshua-Dawes,0.8957,Positive,0.2916666666666667,Positive
1496," I can't emphasise enough the importance of being active (okay sometimes I have periods, especially when I travel for work, where the active lifestyle takes a break)",Joshua-Dawes,0.8428,Positive,0.046666666666666676,Positive
1497," Finally, since I live in the French-speaking region of Switzerland, I really enjoy using my spare time to practice French",Joshua-Dawes,0.5413,Positive,0.10727272727272727,Positive
1498, Whether it's talking to people or watching movies,Joshua-Dawes,0.0,Neutral,0.0,Neutral
1499, interacting in your second language is a unique experience,Joshua-Dawes,0.0,Neutral,0.1875,Positive
1500,"  Can you tell us the best way for a student to do a similar programme to you and what opportunities there are available at CERN? Firstly, CERN has a few student programmes for students at different stages in their studies",Joshua-Dawes,0.7906,Positive,0.32999999999999996,Positive
1501, My first contract with CERN was a Technical Studentship for 13 months,Joshua-Dawes,0.0,Neutral,0.125,Positive
1502, These contracts last for 6-14 months and give students a good feel for life at CERN and in the surrounding region,Joshua-Dawes,0.4404,Neutral,0.35,Positive
1503, Another amazing opportunity at CERN is the Summer Student programme,Joshua-Dawes,0.765,Positive,0.6000000000000001,Positive
1504, This involves students coming from all over the world for up to 3 months to see what exactly goes on here,Joshua-Dawes,0.0,Neutral,0.25,Positive
1505," At the time of writing this, I've supervised three students on this programme and I can't emphasise enough how much people can take from it",Joshua-Dawes,0.0,Neutral,0.1,Positive
1506," I like to put it at least a bit down to my supervision, but the summer spent at CERN has enough impact that 2 out of my 3 past students have since applied to come back with longer-term contracts",Joshua-Dawes,0.3612,Neutral,-0.11666666666666668,Negative
1507,"  Finally, I want to promote PhDs in general",Joshua-Dawes,0.4404,Neutral,0.02500000000000001,Positive
1508," They are hard, but you gain experience in so many different areas and you become confident in loads of situations",Joshua-Dawes,0.7351,Positive,0.17708333333333331,Positive
1509, I think the main purpose of your PhD is to teach you how to do research,Joshua-Dawes,0.0,Neutral,0.16666666666666666,Positive
1510," For example, you learn to estimate how promising a given direction is; how to explain your research; and how to operate in an environment where your research is just one moving part out of many",Joshua-Dawes,0.3182,Neutral,0.5,Positive
1511,"  Besides this, I think you learn so much about the world",Joshua-Dawes,0.0,Neutral,0.2,Positive
1512," You travel to communicate your research (at the time of writing this, I've had the privilege of giving talks in 4 countries and will fly tomorrow to give a talk in a fifth country), you work with people from different backgrounds (professional and cultural) and you see how research fits into the wider world (not just a corner of academia to which your PhD contributes)",Joshua-Dawes,0.6124,Positive,0.27999999999999997,Positive
1513,  Joshua  ,Joshua-Dawes,0.0,Neutral,0.0,Neutral
1514,"Tina: Welcome! This is Tina Persson, founder of PhD Career Stories at the third Max Planck Career Fair in Berlin",Katrin-Franke,0.6486,Positive,0.5,Positive
1515," I have here on my side Professor Katrin Franke, Professor at NTNU, the Norwegian University of Science and Technology, and I have listened to your fantastic seminar here today",Katrin-Franke,0.5574,Positive,0.2,Positive
1516, Thank you very much for joining PhD Career Stories for an interview about career perspectives,Katrin-Franke,0.5719,Positive,0.2,Positive
1517," I'm wondering Katrin, why you started your PhD? Katrin: It's my great pleasure to be here today",Katrin-Franke,0.8316,Positive,0.8,Positive
1518, Also greetings and big compliments to the organisers from Max Planck PhD promotion group,Katrin-Franke,0.6908,Positive,0.0,Neutral
1519, It's for me especially nice to come back because I have been living and working 13 years in Berlin,Katrin-Franke,0.4754,Neutral,0.37878787878787873,Positive
1520, I was taking my PhD while living in Berlin and now since 10 years I'm in Norway where i became professor,Katrin-Franke,0.0,Neutral,0.13636363636363635,Positive
1521," Why did I take a PhD? Well, the PhD came to me",Katrin-Franke,0.2732,Neutral,0.0,Neutral
1522, So the only thing that I always knew I wanted from the bottom of my heart is doing research,Katrin-Franke,0.6705,Positive,0.0,Neutral
1523," I while I was doing my master, I started as a research assistant at an academy of science in Dresden",Katrin-Franke,0.0,Neutral,0.0,Neutral
1524," From there I move on and received a position at the Fraunhofer Society Institute in Berlin - IPK - for production, technology and design",Katrin-Franke,0.0,Neutral,0.0,Neutral
1525,"  Over the years, doing research, I realised, there is only so far I can go with a master degree in my research",Katrin-Franke,0.0,Neutral,0.1,Positive
1526," Of course, for most of the grant applications and for most of the project leadership positions, it was required to be formally qualified as a PhD",Katrin-Franke,0.3612,Neutral,0.0,Neutral
1527,"  Around 1998, so after 4 years as a researcher, I came to the conclusion that I would like to do a PhD in order to reach the next level in my researcher career",Katrin-Franke,0.3818,Neutral,0.0,Neutral
1528,"  Then I travelled around the world, visiting six universities, interviewing for PhD positions",Katrin-Franke,0.0,Neutral,0.0,Neutral
1529," Luckily I found a position at the University of Groningen, the Netherlands, where I could pursue my PhD studies and at the same time work at the Fraunhofer Society here in Berlin",Katrin-Franke,0.5106,Positive,0.3333333333333333,Positive
1530,"  Tina: You have performed a fantastic career, Katrin! We could hear that in the seminar today",Katrin-Franke,0.5574,Positive,0.4,Positive
1531, But we also know that you have struggled,Katrin-Franke,-0.3182,Neutral,0.0,Neutral
1532," I'm curious to know, what made you stay in academia? Katrin: Good question",Katrin-Franke,0.6369,Positive,0.3,Positive
1533, There are many factors in our life that are out of our control,Katrin-Franke,0.0,Neutral,0.5,Positive
1534," In particular for young PhD researchers close to finish, we all have been there wondering 'Oh my God, what shall I do now? What is next? Where to go on from here?' Because as I said in my talk earlier today, getting a PhD is only level 1 in Super Mario and in Super Katrin",Katrin-Franke,0.872,Positive,0.15555555555555556,Positive
1535," At level 2, we need to reorientate ourselves",Katrin-Franke,0.0,Neutral,0.0,Neutral
1536," To be honest, in 2004-2005, shortly before finishing my PhD, I was not sure that I could continue in academia",Katrin-Franke,0.6808,Positive,0.3666666666666667,Positive
1537, The good foundation I had by then by being 13 years at Fraunhofer was that I had the experiences from Fraunhofer and working for the industry but also working in research,Katrin-Franke,0.4404,Neutral,0.7,Positive
1538, What you know is that either you go to industry or you try to stay in academia,Katrin-Franke,0.0,Neutral,0.0,Neutral
1539, I applied all over the world to find a follow up position that would allow me to do research,Katrin-Franke,0.2263,Neutral,0.0,Neutral
1540, I was mentally prepared to go to industry,Katrin-Franke,0.2263,Neutral,-0.1,Negative
1541, I got a great opportunity in Norway at a very small college where I could combine or use the experience I learnt from Fraunhofer working with industry and at the same time building up an academic environment,Katrin-Franke,0.7845,Positive,0.18333333333333335,Positive
1542,"  So my message for everybody, we have all been there",Katrin-Franke,0.0,Neutral,0.0,Neutral
1543, Don't cry if you cannot stay directly in academia,Katrin-Franke,-0.4767,Neutral,0.1,Positive
1544, Sometimes it's even good to take a detour in industry because it will give us an exposure and to learn on what is required out there,Katrin-Franke,0.4404,Neutral,0.7,Positive
1545, With new insights you can eventually come back and pursue a second career in academia after pursuing a career in industry,Katrin-Franke,0.0,Neutral,0.04545454545454545,Positive
1546,"  And this is what we tell our PhD students today, less than 10% stay in academia",Katrin-Franke,0.0,Neutral,-0.16666666666666666,Negative
1547," So when we have 100 PhD students today, only 10 or even less can continue in academia",Katrin-Franke,0.0,Neutral,-0.16666666666666666,Negative
1548," So from the early beginning, look what is out there, spread your wings and also look for opportunities to continue in other areas of our societies",Katrin-Franke,0.4215,Neutral,0.1,Positive
1549,  Tina: You also mention that you had a career adviser at some point,Katrin-Franke,0.0,Neutral,0.0,Neutral
1550, Tell us more about that,Katrin-Franke,0.0,Neutral,0.0,Neutral
1551,"  Katrin: Yes, this was very early",Katrin-Franke,0.4019,Neutral,0.1,Positive
1552," When I decided that I may pursue a PhD, I also realised I know to little how academia works",Katrin-Franke,0.0,Neutral,-0.1875,Negative
1553," What are the criteria to work in academia? So Fraunhofer is very much about content, it's about research, it's about solving problems, it's about delivery",Katrin-Franke,-0.2263,Neutral,0.2,Positive
1554," But what are the steps, the career development towards a career in academia? Honestly I didn't know",Katrin-Franke,0.4588,Neutral,0.6,Positive
1555, It was at the time 2000 so I had already grasped that I might be able to pursue a PhD,Katrin-Franke,0.0,Neutral,0.5,Positive
1556," So I was at the beginning of my PhD studies and then I got the opportunity to take a special course where young women could receive advice for instance in how to write a CV, what are the criteria for professorship, what are the measures for excellence, how to apply for professorship, and how to negotiate for professorship positions",Katrin-Franke,0.8625,Positive,0.2285714285714286,Positive
1557," I took this course in 2001 and I got my PhD in 2005, 4 years later",Katrin-Franke,0.0,Neutral,0.0,Neutral
1558,  One advice that stuck with me since I'm in computer science is that I should keep my eyes open for positions in the Nordic countries because women in technology are very much supported in the Nordic countries,Katrin-Franke,0.4019,Neutral,0.1,Positive
1559," So when I got the chance to apply for professorship in Norway in 2006, I tried and now I've been 10 years in Norway! Tina: If you were to advice our listeners, would you advice them to start their career development very early on in their PhD? Katrin: I think yes",Katrin-Franke,0.5719,Positive,0.1,Positive
1560," Number one and now I speak as a professor, first and foremost, get your PhD research proposal out, get admitted to a PhD program and write your first paper, because then you know how the system works",Katrin-Franke,0.2732,Neutral,0.25,Positive
1561," Then, if you have the possibility, go to PhD research schools or PhD organisations to network and to build a community with your peers",Katrin-Franke,0.0,Neutral,0.0,Neutral
1562," And then I believe it's very good to know the criteria, the measures, what do you need to produce",Katrin-Franke,0.4404,Neutral,0.7,Positive
1563," If you have a very dedicated supervisor, he or she will tell you, but it's also good to seek knowledge independently and combine it together with the advice from your supervisor",Katrin-Franke,0.7096,Positive,0.35,Positive
1564," Remember, your PhD is working towards independence",Katrin-Franke,0.0,Neutral,0.0,Neutral
1565, The last time you will have an adviser by your side is during your PhD,Katrin-Franke,0.0,Neutral,0.0,Neutral
1566," Once you are out of the door with the PhD, you are alone",Katrin-Franke,-0.25,Neutral,0.0,Neutral
1567, Very much alone,Katrin-Franke,-0.25,Neutral,0.2,Positive
1568, Then it's good if you have use the time during your PhD to find ways to educate yourself to be in continuous learning so that the culture shock from PhD to Postdoc is not so big,Katrin-Franke,0.0772,Neutral,0.35,Positive
1569,  Tina: So what I hear a little between the lines here is 'Build yourself a network' - so that you have people that you can ask and contact if you need advise or if you need to expand your field or if you need to learn a particular industry that might be interested in your competence,Katrin-Franke,0.6124,Positive,0.07638888888888888,Positive
1570," Is that what I hear between the lines? Katrin: Well, I think there are different kinds of networks",Katrin-Franke,0.6705,Positive,0.3,Positive
1571, The first and most important network is of course your family and your loved ones,Katrin-Franke,0.6908,Positive,0.45,Positive
